Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Auckland/64/2012	EPI417243	2012-08-02	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2012.59	2012-08-01
A/Aichi/189/2011	EPI334872	2011-03-07	Japan Korea	Japan	unknown	Aichi Prefectural Institute Of Public Health	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	7.00	2011.18	2011-03-07
A/Taiwan/2883/2011	EPI349541	2011-02-01	China	Taiwan	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	7.00	2011.09	2011-02-01
A/Beijing/3907/2010	EPI307854	2010-11-12	China	China	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	5.00	2010.87	2010-11-XX
A/Aomori/39/2011	EPI336876	2011-04-09	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	4.00	2011.27	2011-04-09
A/Osaka/71/2010	EPI329053	2010-11-14	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2010.87	2010-11-14
A/Novosibirsk/1/2011	EPI324784	2011-03-30	West Asia	Russia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.25	2011-03-XX
A/Bangalore/1326-52/2011	EPI615400	2011-08-03	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	5.00	2011.59	2011-08-04
A/Brisbane/3/2012	EPI379556	2012-01-18	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	7.00	2012.05	2012-01-18
A/Bangalore/2327-56/2011	EPI615403	2011-11-17	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.88	2011-11-17
A/Bangalore/1974-55/2011	EPI615402	2011-09-23	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.73	2011-09-23
A/California/24/2011	EPI342540	2011-09-15	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	6.00	2011.71	2011-09-15
A/Assam/3774/2012	EPI687694	2012-03-19	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2012.22	2012-03-19
A/Brisbane/142/2011	EPI333005	2011-04-12	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.28	2011-04-12
A/Tasmania/6/2011	EPI331599	2011-04-28	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.32	2011-04-28
A/HongKong/3972/2011	EPI334724	2011-06-19	China	Hong Kong	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.47	2011-06-20
A/HongKong/3971/2011	EPI334722	2011-06-19	China	Hong Kong	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.47	2011-06-20
A/AmericanSamoa/4520/2011	EPI325551	2011-03-18	Oceania	American Samoa	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.21	2011-03-18
A/Southauckland/4/2011	EPI331620	2011-02-02	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.09	2011-02-02
A/Cambodia/V1003303/2011	EPI743900	2011-09-21	Southeast Asia	Cambodia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.73	2011-09-22
A/Stockholm/27/2011	EPI346390	2011-10-19	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	10.00	2011.80	2011-10-19
A/Stockholm/30/2011	EPI346401	2011-11-08	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	11.00	2011.86	2011-11-09
A/Hiroshima/18/2012	EPI378231	2012-02-20	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	12.00	2012.14	2012-02-20
A/Hiroshima/17/2012	EPI378229	2012-02-13	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	12.00	2012.12	2012-02-14
A/Cambodia/V0902314/2011	EPI447022	2011-08-24	Southeast Asia	Cambodia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.03	7	0.00	0.00	0.03	3.00	0.00	11.00	2011.65	2011-08-24
A/Cambodia/V0921358/2011	EPI743892	2011-09-16	Southeast Asia	Cambodia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.71	2011-09-16
A/Cambodia/11/2011	EPI349215	2011-07-18	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.54	2011-07-18
A/Cambodia/V1019320/2011	EPI447024	2011-10-12	Southeast Asia	Cambodia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	10.00	2011.78	2011-10-12
A/Cambodia/69/2011	EPI370236	2011-11-03	Southeast Asia	Cambodia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	8.00	2011.84	2011-11-03
A/Cambodia/V1019340/2011	EPI743908	2011-10-09	Southeast Asia	Cambodia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.77	2011-10-10
A/Grenoble/1772/2011	EPI352301	2011-09-20	Europe	France	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.72	2011-09-21
A/Mexico/INMEGEN-INER11/2012	EPI612648	2012-01-26	North America	Mexico	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	10.00	2012.07	2012-01-26
A/Brisbane/19/2012	EPI379559	2012-02-28	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	11.00	2012.16	2012-02-28
A/Florida/15/2012	EPI380013	2012-05-02	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	9.00	2012.33	2012-05-01
A/Pernambuco/120924/2012	EPI459939	2012-10-02	South America	Brazil	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.76	2012-10-02
A/Utah/16/2012	EPI378042	2012-05-09	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	10.00	2012.35	2012-05-08
A/Norway/717/2012	EPI379985	2012-02-18	Europe	Norway	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	12.00	2012.14	2012-02-19
A/Wisconsin/11/2012	EPI392910	2012-04-02	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.25	2012-04-01
A/Norway/1041/2012	EPI405819	2012-03-23	Europe	Norway	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.23	2012-03-23
A/Tucuman/I192/2012	EPI406933	2012-02-28	South America	Argentina	unknown	Malbran	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.16	2012-02-29
A/Mexico/INMEGEN-INER05/2012	EPI612701	2012-01-11	North America	Mexico	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.03	2012-01-11
A/Venezuela/620/2012	EPI395243	2012-06-04	South America	Venezuela	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.43	2012-06-04
A/Paris/196/2012	EPI357490	2012-01-23	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.07	2012-01-24
A/Lorraine/1257/2012	EPI536105	2012-04-03	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.26	2012-04-03
A/CostaRica/6288/2012	EPI397602	2012-06-24	North America	Costa Rica	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.48	2012-06-24
A/Mexico/3720/2011	EPI353405	2011-12-14	North America	Mexico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.95	2011-12-14
A/Durham/INS3_648/2012	EPI529761	2012-03-08	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.19	2012-03-08
A/Christchurch/3/2012	EPI394215	2012-05-02	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.34	2012-05-02
A/Victoria/514/2012	EPI379577	2012-05-28	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.41	2012-05-28
A/SouthCarolina/13/2012	EPI394873	2012-06-24	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.48	2012-06-24
A/Peru/429/2012	EPI409912	2012-09-05	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	10.00	2012.68	2012-09-04
A/SouthCarolina/15/2012	EPI397743	2012-09-24	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.73	2012-09-23
A/SouthCarolina/NHRC361211/2012	EPI499831	2012-09-21	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.73	2012-09-21
A/Peru/2023/2012	EPI409903	2012-10-27	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.82	2012-10-26
A/Peru/505/2012	EPI409906	2012-10-12	South America	Peru	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2012.78	2012-10-12
A/Kanagawa/74/2010	EPI295382	2010-10-16	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	6.00	2010.79	2010-10-16
A/Indonesia/275_S63_L001/2011	EPI1025253	2011-04-28	Southeast Asia	Indonesia	unknown	University College London	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2011.32	2011-04-28
A/Singapore/DMS1223/2011	EPI634277	2011-05-31	Southeast Asia	Singapore	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.41	2011-05-31
A/Madagascar/3520/2011	EPI346719	2011-06-16	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	10.00	2011.46	2011-06-17
A/Madagascar/8753/2011	EPI346715	2011-08-02	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	8.00	2011.59	2011-08-02
A/Madagascar/9252/2011	EPI346717	2011-08-10	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	8.00	2011.61	2011-08-10
A/Madagascar/695/2012	EPI390481	2012-01-30	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	8.00	2012.08	2012-01-31
A/Madagascar/566/2012	EPI390479	2012-01-23	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	7.00	2012.07	2012-01-24
A/Madagascar/863/2012	EPI390483	2012-02-16	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	8.00	2012.13	2012-02-16
A/Hunan-Xiangtan/141/2011	EPI320024	2011-03-07	China	China	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	7.00	2011.18	2011-03-07
A/Saitama/289/2011	EPI329107	2011-04-02	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	7.00	2011.25	2011-04-02
A/Thailand/SN11618/2011	EPI702707	2011-08-18	Southeast Asia	Thailand	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.63	2011-08-18
A/Thailand/PY10296/2011	EPI702586	2011-05-25	Southeast Asia	Thailand	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.40	2011-05-26
A/Nonthaburi/78/2011	EPI332585	2011-06-08	Southeast Asia	Thailand	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.44	2011-06-08
A/Kobe/206/2011	EPI346172	2011-08-18	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.63	2011-08-19
A/Taiwan/90184/2011	EPI382396	2011-02-28	China	Taiwan	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.16	2011-02-XX
A/Heilongjiang-Longsha/SWL1181/2011	EPI330849	2011-04-07	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.27	2011-04-08
A/Hunan-Jishou/SWL1124/2011	EPI330865	2011-05-12	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	8.00	2011.36	2011-05-12
A/Singapore/DMS1194/2011	EPI634253	2011-02-16	Southeast Asia	Singapore	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	6.00	2011.13	2011-02-16
A/Qingdao/F163/2011	EPI538266	2011-12-29	China	China	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2012.00	2011-12-30
A/PuertoRico/25/2011	EPI366314	2011-08-18	North America	Puerto Rico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.63	2011-08-18
A/PuertoRico/9/2011	EPI366311	2011-07-19	North America	Puerto Rico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.55	2011-07-19
A/PuertoRico/4/2011	EPI346510	2011-08-03	North America	Puerto Rico	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.59	2011-08-03
A/Taiwan/989/2012	EPI413182	2012-06-23	China	Taiwan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2012.48	2012-06-22
A/Vietnam/105/2012	EPI465705	2012-04-13	Southeast Asia	Vietnam	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2012.28	2012-04-12
A/Hawaii/5/2011	EPI341950	2011-09-06	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.68	2011-09-07
A/Christchurch/105/2011	EPI370266	2011-10-02	Oceania	New Zealand	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	6.00	2011.76	2011-10-03
A/Saitama/301/2011	EPI346173	2011-08-09	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	6.00	2011.61	2011-08-09
A/Westmead/INS3_662/2011	EPI529857	2011-07-20	Oceania	Australia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.55	2011-07-21
A/Townsville/95/2011	EPI349138	2011-06-19	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2011.47	2011-06-19
A/Brisbane/346/2011	EPI357651	2011-08-03	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	5.00	2011.59	2011-08-04
A/Victoria/356/2011	EPI357605	2011-10-11	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	5.00	2011.78	2011-10-11
A/Fiji/2/2012	EPI370248	2012-01-04	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	5.00	2012.01	2012-01-05
A/Fiji/3/2012	EPI370245	2012-01-06	Oceania	Fiji	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	6.00	2012.02	2012-01-06
A/India/P1112874/2011	EPI468881	2011-08-10	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	5.00	2011.61	2011-08-10
A/India/Nsk12388/2012	EPI468897	2012-01-18	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.05	2012-01-19
A/Stockholm/27/2012	EPI397112	2012-08-15	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	10.00	2012.62	2012-08-15
A/Saitama/80/2012	EPI378239	2012-04-25	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	9.00	2012.32	2012-04-25
A/Srinigar/827/2011	EPI537442	2011-12-22	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	8.00	2011.97	2011-12-22
A/Singapore/DMS1236/2012	EPI634290	2012-03-15	Southeast Asia	Singapore	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	8.00	2012.20	2012-03-14
A/Lyon/CHU/5227	EPI416407	2012-12-28	Europe	France	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	9.00	2012.99	2012-12-27
A/Bangalore/3432-40/2012	EPI615416	2012-10-20	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	9.00	2012.80	2012-10-20
A/Indiana/167/2012	EPI409909	2012-11-26	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	8.00	2012.90	2012-11-25
A/Fukuoka-C/8/2013	EPI477014	2013-05-08	Japan Korea	Japan	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	13.00	2013.35	2013-05-08
A/Singapore/GP412/2013	EPI544646	2013-02-25	Southeast Asia	Singapore	unknown	Ministry Of Health Singapore	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	9.00	2013.16	2013-02-26
A/Aichi/59/2013	EPI445811	2013-01-28	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	9.00	2013.08	2013-01-28
A/Kyoto-C/3/2012	EPI418048	2012-10-31	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	8.00	2012.83	2012-10-30
A/Saitama/131/2013	EPI467000	2013-06-03	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	8.00	2013.42	2013-06-03
A/Panama/313106/2013	EPI468142	2013-06-12	North America	Panama	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	9.00	2013.45	2013-06-13
A/Victoria/806/2013	EPI491301	2013-08-07	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.10	7	0.00	0.00	0.10	5.00	0.00	9.00	2013.60	2013-08-07
A/Norway/2379/2011	EPI347557	2011-12-07	Europe	Norway	unknown	Norwegian Institute Of Public Health	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	2.00	0.00	7.00	2011.94	2011-12-08
A/Bangladesh/8399/2012	EPI407356	2012-09-20	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	3.00	0.00	9.00	2012.72	2012-09-20
A/Virginia/13/2012	EPI404817	2012-08-21	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	7	0.00	0.00	0.00	4.00	0.00	8.00	2012.64	2012-08-21
