Accession,Length,Host,Protein,Subtype,Country,Region,Month,Day,Year,Virus,Age,BirthYear
AAX57898,498,Human,NP,H3N2,USA,N,3,1,2000,Influenza A virus (A/New York/176/2000(H3N2))XX,80,1920
AAX57899,230,Human,NS1,H3N2,USA,N,3,1,2000,Influenza A virus (A/New York/176/2000(H3N2))XX,80,1920
AAX57901,716,Human,PA,H3N2,USA,N,3,1,2000,Influenza A virus (A/New York/176/2000(H3N2))XX,80,1920
AAX57907,469,Human,NA,H3N2,USA,N,10,25,1999,Influenza A virus (A/New York/177/1999(H3N2))XX,27,1972
AAX57909,230,Human,NS1,H3N2,USA,N,10,25,1999,Influenza A virus (A/New York/177/1999(H3N2))XX,27,1972
AAX57911,716,Human,PA,H3N2,USA,N,10,25,1999,Influenza A virus (A/New York/177/1999(H3N2))XX,27,1972
AAX57912,757,Human,PB1,H3N2,USA,N,10,25,1999,Influenza A virus (A/New York/177/1999(H3N2))XX,27,1972
AAX57913,759,Human,PB2,H3N2,USA,N,10,25,1999,Influenza A virus (A/New York/177/1999(H3N2))XX,27,1972
AAY28382,716,Human,PA,H3N2,USA,N,2,29,2000,Influenza A virus (A/New York/178/2000(H3N2))XX,71,1929
AAY28383,753,Human,PB1,H3N2,USA,N,2,29,2000,Influenza A virus (A/New York/178/2000(H3N2))XX,71,1929
AAY28384,759,Human,PB2,H3N2,USA,N,2,29,2000,Influenza A virus (A/New York/178/2000(H3N2))XX,71,1929
AAX57914,566,Human,HA,H3N2,USA,N,11,24,1999,Influenza A virus (A/New York/179/1999(H3N2))XX,31,1968
AAX57922,757,Human,PB1,H3N2,USA,N,11,24,1999,Influenza A virus (A/New York/179/1999(H3N2))XX,31,1968
AAY28395,566,Human,HA,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/18/2003(H3N2))XX,20,1983
AAY28403,757,Human,PB1,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/18/2003(H3N2))XX,20,1983
AAX57924,566,Human,HA,H3N2,USA,N,2,9,2000,Influenza A virus (A/New York/180/2000(H3N2))XX,81,1919
AAX57932,757,Human,PB1,H3N2,USA,N,2,9,2000,Influenza A virus (A/New York/180/2000(H3N2))XX,81,1919
AAZ20042,90,Human,PB1-F2,H3N2,USA,N,2,9,2000,Influenza A virus (A/New York/180/2000(H3N2))XX,81,1919
AAY28359,498,Human,NP,H3N2,USA,N,12,5,1999,Influenza A virus (A/New York/181/1999(H3N2))XX,32,1967
AAY28367,759,Human,PB2,H3N2,USA,N,12,5,1999,Influenza A virus (A/New York/181/1999(H3N2))XX,32,1967
AAY28610,97,Human,M2,H3N2,USA,N,2,18,2000,Influenza A virus (A/New York/182/2000(H3N2))XX,61,1939
AAY28613,230,Human,NS1,H3N2,USA,N,2,18,2000,Influenza A virus (A/New York/182/2000(H3N2))XX,61,1939
AAY28614,120,Human,NS2,H3N2,USA,N,2,18,2000,Influenza A virus (A/New York/182/2000(H3N2))XX,61,1939
AAY28616,757,Human,PB1,H3N2,USA,N,2,18,2000,Influenza A virus (A/New York/182/2000(H3N2))XX,61,1939
AAY44788,469,Human,NA,H3N2,USA,N,12,1,1999,Influenza A virus (A/New York/183/1999(H3N2))XX,27,1972
AAY46394,469,Human,NA,H3N2,USA,N,12,20,1999,Influenza A virus (A/New York/184/1999(H3N2))XX,34,1965
AAY46399,757,Human,PB1,H3N2,USA,N,12,20,1999,Influenza A virus (A/New York/184/1999(H3N2))XX,34,1965
AAX57937,469,Human,NA,H3N2,USA,N,12,25,1999,Influenza A virus (A/New York/185/1999(H3N2))XX,60,1939
AAZ20047,90,Human,PB1-F2,H3N2,USA,N,12,25,1999,Influenza A virus (A/New York/185/1999(H3N2))XX,60,1939
AAX76723,566,Human,HA,H3N2,USA,N,12,24,1999,Influenza A virus (A/New York/186/1999(H3N2))XX,50,1949
AAX76726,466,Human,NA,H3N2,USA,N,12,24,1999,Influenza A virus (A/New York/186/1999(H3N2))XX,50,1949
AAX76730,716,Human,PA,H3N2,USA,N,12,24,1999,Influenza A virus (A/New York/186/1999(H3N2))XX,50,1949
AAY44775,566,Human,HA,H3N2,USA,N,1,27,2000,Influenza A virus (A/New York/187/2000(H3N2))XX,28,1972
AAY44779,497,Human,NP,H3N2,USA,N,1,27,2000,Influenza A virus (A/New York/187/2000(H3N2))XX,28,1972
AAY44782,716,Human,PA,H3N2,USA,N,1,27,2000,Influenza A virus (A/New York/187/2000(H3N2))XX,28,1972
AAY64252,566,Human,HA,H3N2,USA,N,12,13,1999,Influenza A virus (A/New York/188/1999(H3N2))XX,21,1978
AAY64261,759,Human,PB2,H3N2,USA,N,12,13,1999,Influenza A virus (A/New York/188/1999(H3N2))XX,21,1978
AAY18190,498,Human,NP,H3N2,USA,N,12,20,1999,Influenza A virus (A/New York/189/1999(H3N2))XX,33,1966
AAY18193,716,Human,PA,H3N2,USA,N,12,20,1999,Influenza A virus (A/New York/189/1999(H3N2))XX,33,1966
AAX34061,566,Human,HA,H3N2,USA,N,12,18,2003,Influenza A virus (A/New York/19/2003(H3N2))XX,20,1983
AAX34069,759,Human,PB2,H3N2,USA,N,12,18,2003,Influenza A virus (A/New York/19/2003(H3N2))XX,20,1983
AAZ83691,467,Human,NA,H3N2,USA,N,11,11,2004,Influenza A virus (A/New York/190/2004(H3N2))XX,32,1972
AAX57944,566,Human,HA,H3N2,USA,N,2,4,2003,Influenza A virus (A/New York/192/2003(H3N2))XX,0,2003
AAX57947,469,Human,NA,H3N2,USA,N,2,4,2003,Influenza A virus (A/New York/192/2003(H3N2))XX,0,2003
AAX57948,498,Human,NP,H3N2,USA,N,2,4,2003,Influenza A virus (A/New York/192/2003(H3N2))XX,0,2003
AAX57950,121,Human,NS2,H3N2,USA,N,2,4,2003,Influenza A virus (A/New York/192/2003(H3N2))XX,0,2003
AAX57951,716,Human,PA,H3N2,USA,N,2,4,2003,Influenza A virus (A/New York/192/2003(H3N2))XX,0,2003
AAX76733,566,Human,HA,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76735,97,Human,M2,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76736,469,Human,NA,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76738,230,Human,NS1,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76740,716,Human,PA,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76741,757,Human,PB1,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76742,759,Human,PB2,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAZ79504,90,Human,PB1-F2,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/193/2003(H3N2))XX,23,1980
AAX76743,566,Human,HA,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76745,97,Human,M2,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76746,469,Human,NA,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76747,495,Human,NP,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76748,230,Human,NS1,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76750,716,Human,PA,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76751,757,Human,PB1,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAX76752,759,Human,PB2,H3N2,USA,N,2,5,2003,Influenza A virus (A/New York/194/2003(H3N2))XX,41,1962
AAY47075,566,Human,HA,H3N2,USA,N,2,18,2003,Influenza A virus (A/New York/195/2003(H3N2))XX,81,1922
AAY47080,230,Human,NS1,H3N2,USA,N,2,18,2003,Influenza A virus (A/New York/195/2003(H3N2))XX,81,1922
AAY47084,759,Human,PB2,H3N2,USA,N,2,18,2003,Influenza A virus (A/New York/195/2003(H3N2))XX,81,1922
AAY64275,468,Human,NA,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/196/2003(H3N2))XX,57,1946
AAY64276,495,Human,NP,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/196/2003(H3N2))XX,57,1946
AAY64280,757,Human,PB1,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/196/2003(H3N2))XX,57,1946
AAY64281,759,Human,PB2,H3N2,USA,N,2,19,2003,Influenza A virus (A/New York/196/2003(H3N2))XX,57,1946
AAY64292,566,Human,HA,H3N2,USA,N,3,14,2003,Influenza A virus (A/New York/197/2003(H3N2))XX,5,1998
AAY64295,469,Human,NA,H3N2,USA,N,3,14,2003,Influenza A virus (A/New York/197/2003(H3N2))XX,5,1998
AAY64296,495,Human,NP,H3N2,USA,N,3,14,2003,Influenza A virus (A/New York/197/2003(H3N2))XX,5,1998
AAY64300,757,Human,PB1,H3N2,USA,N,3,14,2003,Influenza A virus (A/New York/197/2003(H3N2))XX,5,1998
AAZ20054,90,Human,PB1-F2,H3N2,USA,N,3,14,2003,Influenza A virus (A/New York/197/2003(H3N2))XX,5,1998
AAY18196,566,Human,HA,H3N2,USA,N,3,8,2003,Influenza A virus (A/New York/198/2003(H3N2))XX,24,1979
AAY18199,469,Human,NA,H3N2,USA,N,3,8,2003,Influenza A virus (A/New York/198/2003(H3N2))XX,24,1979
AAY18204,757,Human,PB1,H3N2,USA,N,3,8,2003,Influenza A virus (A/New York/198/2003(H3N2))XX,24,1979
AAY18205,759,Human,PB2,H3N2,USA,N,3,8,2003,Influenza A virus (A/New York/198/2003(H3N2))XX,24,1979
AAY28618,566,Human,HA,H3N2,USA,N,3,21,2003,Influenza A virus (A/New York/199/2003(H3N2))XX,1,2002
AAY28625,716,Human,PA,H3N2,USA,N,3,21,2003,Influenza A virus (A/New York/199/2003(H3N2))XX,1,2002
AAY28626,757,Human,PB1,H3N2,USA,N,3,21,2003,Influenza A virus (A/New York/199/2003(H3N2))XX,1,2002
AAX56562,97,Human,M2,H3N2,USA,N,10,27,2003,Influenza A virus (A/New York/2/2003(H3N2))XX,1,2002
AAX56563,469,Human,NA,H3N2,USA,N,10,27,2003,Influenza A virus (A/New York/2/2003(H3N2))XX,1,2002
AAX56567,716,Human,PA,H3N2,USA,N,10,27,2003,Influenza A virus (A/New York/2/2003(H3N2))XX,1,2002
AAX56568,757,Human,PB1,H3N2,USA,N,10,27,2003,Influenza A virus (A/New York/2/2003(H3N2))XX,1,2002
AAX56569,759,Human,PB2,H3N2,USA,N,10,27,2003,Influenza A virus (A/New York/2/2003(H3N2))XX,1,2002
AAY46384,469,Human,NA,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/20/2003(H3N2))XX,19,1984
AAZ17777,90,Human,PB1-F2,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/20/2003(H3N2))XX,19,1984
ABA18137,467,Human,NA,H3N2,USA,N,11,22,2004,Influenza A virus (A/New York/200/2004(H3N2))XX,33,1971
ABA18142,757,Human,PB1,H3N2,USA,N,11,22,2004,Influenza A virus (A/New York/200/2004(H3N2))XX,33,1971
AAY44768,465,Human,NA,H3N2,USA,N,4,10,2003,Influenza A virus (A/New York/201/2003(H3N2))XX,37,1966
AAY44772,716,Human,PA,H3N2,USA,N,4,10,2003,Influenza A virus (A/New York/201/2003(H3N2))XX,37,1966
AAY28322,716,Human,PA,H3N2,USA,N,4,5,2003,Influenza A virus (A/New York/202/2003(H3N2))XX,0,2003
AAY28323,757,Human,PB1,H3N2,USA,N,4,5,2003,Influenza A virus (A/New York/202/2003(H3N2))XX,0,2003
AAY28324,759,Human,PB2,H3N2,USA,N,4,5,2003,Influenza A virus (A/New York/202/2003(H3N2))XX,0,2003
AAZ20058,90,Human,PB1-F2,H3N2,USA,N,4,5,2003,Influenza A virus (A/New York/202/2003(H3N2))XX,0,2003
AAY47090,230,Human,NS1,H3N2,USA,N,5,7,2003,Influenza A virus (A/New York/203/2003(H3N2))XX,0,2003
AAY47093,757,Human,PB1,H3N2,USA,N,5,7,2003,Influenza A virus (A/New York/203/2003(H3N2))XX,0,2003
AAY47094,759,Human,PB2,H3N2,USA,N,5,7,2003,Influenza A virus (A/New York/203/2003(H3N2))XX,0,2003
AAZ83242,566,Human,HA,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83244,97,Human,M2,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83245,469,Human,NA,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83246,498,Human,NP,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83247,230,Human,NS1,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83249,716,Human,PA,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83250,757,Human,PB1,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAZ83252,759,Human,PB2,H3N2,USA,N,8,16,2003,Influenza A virus (A/New York/204/2003(H3N2))XX,39,1964
AAX56393,469,Human,NA,H3N2,USA,N,11,26,2003,Influenza A virus (A/New York/21/2003(H3N2))XX,20,1983
AAX56398,757,Human,PB1,H3N2,USA,N,11,26,2003,Influenza A virus (A/New York/21/2003(H3N2))XX,20,1983
AAX56399,759,Human,PB2,H3N2,USA,N,11,26,2003,Influenza A virus (A/New York/21/2003(H3N2))XX,20,1983
AAY44661,566,Human,HA,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAY44663,97,Human,M2,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAY44664,469,Human,NA,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAY44666,230,Human,NS1,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAY44667,121,Human,NS2,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAY44668,716,Human,PA,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAY44670,759,Human,PB2,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
AAZ20060,90,Human,PB1-F2,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/213/2003(H3N2))XX,91,1912
ABC40642,566,Human,HA,H3N2,USA,N,4,23,2003,Influenza A virus (A/New York/214/2003(H3N2))XX,22,1981
ABC40645,469,Human,NA,H3N2,USA,N,4,23,2003,Influenza A virus (A/New York/214/2003(H3N2))XX,22,1981
ABC40649,716,Human,PA,H3N2,USA,N,4,23,2003,Influenza A virus (A/New York/214/2003(H3N2))XX,22,1981
ABC40650,757,Human,PB1,H3N2,USA,N,4,23,2003,Influenza A virus (A/New York/214/2003(H3N2))XX,22,1981
ABC40651,90,Human,PB1-F2,H3N2,USA,N,4,23,2003,Influenza A virus (A/New York/214/2003(H3N2))XX,22,1981
AAY64315,468,Human,NA,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/216/2003(H3N2))XX,83,1920
AAY64317,230,Human,NS1,H3N2,USA,N,4,22,2003,Influenza A virus (A/New York/216/2003(H3N2))XX,83,1920
AAZ80033,469,Human,NA,H3N2,USA,N,12,7,2004,Influenza A virus (A/New York/218/2004(H3N2))XX,18,1986
AAZ80034,496,Human,NP,H3N2,USA,N,12,7,2004,Influenza A virus (A/New York/218/2004(H3N2))XX,18,1986
AAZ80035,230,Human,NS1,H3N2,USA,N,12,7,2004,Influenza A virus (A/New York/218/2004(H3N2))XX,18,1986
AAZ80037,714,Human,PA,H3N2,USA,N,12,7,2004,Influenza A virus (A/New York/218/2004(H3N2))XX,18,1986
AAX56400,566,Human,HA,H3N2,USA,N,12,2,2003,Influenza A virus (A/New York/22/2003(H3N2))XX,43,1960
AAY64232,566,Human,HA,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/224/1998(H3N2))XX,63,1935
AAY64233,252,Human,M1,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/224/1998(H3N2))XX,63,1935
AAY64235,469,Human,NA,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/224/1998(H3N2))XX,63,1935
AAY64240,757,Human,PB1,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/224/1998(H3N2))XX,63,1935
AAY64241,759,Human,PB2,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/224/1998(H3N2))XX,63,1935
AAX12741,566,Human,HA,H3N2,USA,N,12,16,2003,Influenza A virus (A/New York/23/2003(H3N2))XX,71,1932
ABB02836,566,Human,HA,H3N2,USA,N,12,27,2004,Influenza A virus (A/New York/236/2004(H3N2))XX,61,1943
ABB02838,97,Human,M2,H3N2,USA,N,12,27,2004,Influenza A virus (A/New York/236/2004(H3N2))XX,61,1943
ABB02839,469,Human,NA,H3N2,USA,N,12,27,2004,Influenza A virus (A/New York/236/2004(H3N2))XX,61,1943
ABB02847,566,Human,HA,H3N2,USA,N,12,16,2004,Influenza A virus (A/New York/237/2004(H3N2))XX,52,1952
ABB02850,469,Human,NA,H3N2,USA,N,12,16,2004,Influenza A virus (A/New York/237/2004(H3N2))XX,52,1952
ABB02854,716,Human,PA,H3N2,USA,N,12,16,2004,Influenza A virus (A/New York/237/2004(H3N2))XX,52,1952
AAY27997,469,Human,NA,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/24/2003(H3N2))XX,9,1994
AAY27998,498,Human,NP,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/24/2003(H3N2))XX,9,1994
AAY28003,759,Human,PB2,H3N2,USA,N,12,1,2003,Influenza A virus (A/New York/24/2003(H3N2))XX,9,1994
AAY64194,97,Human,M2,H3N2,USA,N,11,2,1998,Influenza A virus (A/New York/247/1998(H3N2))XX,85,1913
AAY64195,469,Human,NA,H3N2,USA,N,11,2,1998,Influenza A virus (A/New York/247/1998(H3N2))XX,85,1913
AAY64199,716,Human,PA,H3N2,USA,N,11,2,1998,Influenza A virus (A/New York/247/1998(H3N2))XX,85,1913
AAY64200,757,Human,PB1,H3N2,USA,N,11,2,1998,Influenza A virus (A/New York/247/1998(H3N2))XX,85,1913
AAY64201,759,Human,PB2,H3N2,USA,N,11,2,1998,Influenza A virus (A/New York/247/1998(H3N2))XX,85,1913
AAY46426,566,Human,HA,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/249/1998(H3N2))XX,19,1979
AAY46427,252,Human,M1,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/249/1998(H3N2))XX,19,1979
AAY46429,469,Human,NA,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/249/1998(H3N2))XX,19,1979
AAY46431,230,Human,NS1,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/249/1998(H3N2))XX,19,1979
AAY46433,716,Human,PA,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/249/1998(H3N2))XX,19,1979
AAX76635,97,Human,M2,H3N2,USA,N,12,16,2003,Influenza A virus (A/New York/25/2003(H3N2))XX,31,1972
AAX76636,468,Human,NA,H3N2,USA,N,12,16,2003,Influenza A virus (A/New York/25/2003(H3N2))XX,31,1972
AAX76639,121,Human,NS2,H3N2,USA,N,12,16,2003,Influenza A virus (A/New York/25/2003(H3N2))XX,31,1972
AAX76640,716,Human,PA,H3N2,USA,N,12,16,2003,Influenza A virus (A/New York/25/2003(H3N2))XX,31,1972
AAX76641,755,Human,PB1,H3N2,USA,N,12,16,2003,Influenza A virus (A/New York/25/2003(H3N2))XX,31,1972
AAY46436,566,Human,HA,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/250/1998(H3N2))XX,93,1905
AAY46437,252,Human,M1,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/250/1998(H3N2))XX,93,1905
AAY46439,469,Human,NA,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/250/1998(H3N2))XX,93,1905
AAY46440,498,Human,NP,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/250/1998(H3N2))XX,93,1905
AAY46441,230,Human,NS1,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/250/1998(H3N2))XX,93,1905
AAZ20068,90,Human,PB1-F2,H3N2,USA,N,12,12,1998,Influenza A virus (A/New York/250/1998(H3N2))XX,93,1905
AAZ83312,566,Human,HA,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/251/1998(H3N2))XX,88,1910
AAZ83315,469,Human,NA,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/251/1998(H3N2))XX,88,1910
AAZ83316,496,Human,NP,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/251/1998(H3N2))XX,88,1910
AAZ83319,714,Human,PA,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/251/1998(H3N2))XX,88,1910
AAZ83320,757,Human,PB1,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/251/1998(H3N2))XX,88,1910
AAZ83322,759,Human,PB2,H3N2,USA,N,12,28,1998,Influenza A virus (A/New York/251/1998(H3N2))XX,88,1910
AAZ83266,566,Human,HA,H3N2,USA,N,1,12,1999,Influenza A virus (A/New York/252/1999(H3N2))XX,26,1973
AAZ83270,498,Human,NP,H3N2,USA,N,1,12,1999,Influenza A virus (A/New York/252/1999(H3N2))XX,26,1973
AAY64249,716,Human,PA,H3N2,USA,N,3,26,1999,Influenza A virus (A/New York/253/1999(H3N2))XX,87,1912
AAY64250,757,Human,PB1,H3N2,USA,N,3,26,1999,Influenza A virus (A/New York/253/1999(H3N2))XX,87,1912
AAY64251,759,Human,PB2,H3N2,USA,N,3,26,1999,Influenza A virus (A/New York/253/1999(H3N2))XX,87,1912
AAZ74386,566,Human,HA,H3N2,USA,N,12,31,1998,Influenza A virus (A/New York/254/1998(H3N2))XX,67,1931
AAZ74389,467,Human,NA,H3N2,USA,N,12,31,1998,Influenza A virus (A/New York/254/1998(H3N2))XX,67,1931
AAZ74390,498,Human,NP,H3N2,USA,N,12,31,1998,Influenza A virus (A/New York/254/1998(H3N2))XX,67,1931
AAY98044,716,Human,PA,H3N2,USA,N,2,10,1999,Influenza A virus (A/New York/255/1999(H3N2))XX,96,1903
AAY64322,566,Human,HA,H3N2,USA,N,12,30,1998,Influenza A virus (A/New York/256/1998(H3N2))XX,60,1938
AAY64325,468,Human,NA,H3N2,USA,N,12,30,1998,Influenza A virus (A/New York/256/1998(H3N2))XX,60,1938
AAY64327,230,Human,NS1,H3N2,USA,N,12,30,1998,Influenza A virus (A/New York/256/1998(H3N2))XX,60,1938
AAY64329,716,Human,PA,H3N2,USA,N,12,30,1998,Influenza A virus (A/New York/256/1998(H3N2))XX,60,1938
AAY98054,716,Human,PA,H3N2,USA,N,2,3,1999,Influenza A virus (A/New York/257/1999(H3N2))XX,89,1910
AAY64262,566,Human,HA,H3N2,USA,N,2,2,1999,Influenza A virus (A/New York/259/1999(H3N2))XX,83,1916
AAY64270,757,Human,PB1,H3N2,USA,N,2,2,1999,Influenza A virus (A/New York/259/1999(H3N2))XX,83,1916
AAY28575,498,Human,NP,H3N2,USA,N,12,2,2003,Influenza A virus (A/New York/26/2003(H3N2))XX,17,1986
AAZ38568,716,Human,PA,H3N2,USA,N,2,11,1999,Influenza A virus (A/New York/260/1999(H3N2))XX,47,1952
AAZ83282,230,Human,NS1,H3N2,USA,N,4,9,1999,Influenza A virus (A/New York/261/1999(H3N2))XX,45,1954
AAZ83287,759,Human,PB2,H3N2,USA,N,4,9,1999,Influenza A virus (A/New York/261/1999(H3N2))XX,45,1954
AAY64287,230,Human,NS1,H3N2,USA,N,1,25,1999,Influenza A virus (A/New York/262/1999(H3N2))XX,84,1915
AAY46371,566,Human,HA,H3N2,USA,N,2,10,1999,Influenza A virus (A/New York/263/1999(H3N2))XX,76,1923
AAY46373,97,Human,M2,H3N2,USA,N,2,10,1999,Influenza A virus (A/New York/263/1999(H3N2))XX,76,1923
AAY46374,469,Human,NA,H3N2,USA,N,2,10,1999,Influenza A virus (A/New York/263/1999(H3N2))XX,76,1923
AAY46379,757,Human,PB1,H3N2,USA,N,2,10,1999,Influenza A virus (A/New York/263/1999(H3N2))XX,76,1923
AAY64342,566,Human,HA,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
AAY64346,496,Human,NP,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
AAY64347,230,Human,NS1,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
AAY64348,121,Human,NS2,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
AAY64349,716,Human,PA,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
AAY64350,757,Human,PB1,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
ABU87910,52,Human,PB1-F2,H3N2,USA,N,3,3,1999,Influenza A virus (A/New York/264/1999(H3N2))XX,3,1996
AAY64307,230,Human,NS1,H3N2,USA,N,1,29,1999,Influenza A virus (A/New York/265/1999(H3N2))XX,19,1980
AAY64308,121,Human,NS2,H3N2,USA,N,1,29,1999,Influenza A virus (A/New York/265/1999(H3N2))XX,19,1980
AAY64310,757,Human,PB1,H3N2,USA,N,1,29,1999,Influenza A virus (A/New York/265/1999(H3N2))XX,19,1980
AAY64311,759,Human,PB2,H3N2,USA,N,1,29,1999,Influenza A virus (A/New York/265/1999(H3N2))XX,19,1980
AAZ20076,90,Human,PB1-F2,H3N2,USA,N,1,29,1999,Influenza A virus (A/New York/265/1999(H3N2))XX,19,1980
AAZ79516,566,Human,HA,H3N2,USA,N,5,6,1999,Influenza A virus (A/New York/266/1999(H3N2))XX,83,1916
AAZ79519,469,Human,NA,H3N2,USA,N,5,6,1999,Influenza A virus (A/New York/266/1999(H3N2))XX,83,1916
AAZ79521,230,Human,NS1,H3N2,USA,N,5,6,1999,Influenza A virus (A/New York/266/1999(H3N2))XX,83,1916
AAZ79523,716,Human,PA,H3N2,USA,N,5,6,1999,Influenza A virus (A/New York/266/1999(H3N2))XX,83,1916
AAZ79524,757,Human,PB1,H3N2,USA,N,5,6,1999,Influenza A virus (A/New York/266/1999(H3N2))XX,83,1916
AAY64355,468,Human,NA,H3N2,USA,N,11,28,2003,Influenza A virus (A/New York/267/2003(H3N2))XX,3,2000
AAY64357,230,Human,NS1,H3N2,USA,N,11,28,2003,Influenza A virus (A/New York/267/2003(H3N2))XX,3,2000
AAY64358,121,Human,NS2,H3N2,USA,N,11,28,2003,Influenza A virus (A/New York/267/2003(H3N2))XX,3,2000
AAY64359,716,Human,PA,H3N2,USA,N,11,28,2003,Influenza A virus (A/New York/267/2003(H3N2))XX,3,2000
AAY64332,566,Human,HA,H3N2,USA,N,11,27,2003,Influenza A virus (A/New York/268/2003(H3N2))XX,32,1971
AAY64337,230,Human,NS1,H3N2,USA,N,11,27,2003,Influenza A virus (A/New York/268/2003(H3N2))XX,32,1971
AAY64340,757,Human,PB1,H3N2,USA,N,11,27,2003,Influenza A virus (A/New York/268/2003(H3N2))XX,32,1971
